Fact_ID,Student_ID,Financial_ID,Course_ID,Instructor_ID,Enrollment_Date,Assignments_Completed,Quizzes_Taken,Midterm_Score,Final_Exam_Score,Overall_Grade,Attendance_Rate,Discussion_Participation,Time_Spent_on_LMS,Satisfaction_Score,Instructor_Rating,Tuition_Fees,Scholarship_Amount,Payment_Status,Comments,Name,Age,Gender,Grade_Level,Major,Enrollment_Status,Subject,Course,Credit_Load,Difficulty_Level,Instructor_Name,Instructor_Department,Years_of_Experience
F00103,S0534,Fn1076,C004,I02,24-02-23,5,4,71,68,F,52,25,73,4,6,6693,1138,Paid,Average Course,Kevin Gibbs,25,Male,Freshman,Computer Science,Active,Big Data Analytics,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F00104,S0252,Fn0478,C033,I02,18-01-22,12,6,62,73,F,54,29,33,6,2,12395,123,Pending,Average Course,Jason Harrison,18,Other,Sophomore,Mathematics,Active,AI & Natural Language Processing,Data Science,2,Intermediate,Melissa Jackson,Data Science,5
F00105,S0190,Fn0364,C032,I01,23-11-21,10,8,65,82,B,79,13,90,2,8,15710,1902,Paid,Needs Improvement,Jennifer Graham,26,Female,Junior,Psychology,Active,SQL for Data Analysis,Data Analytics,3,Beginner,Timothy Watson,Data Analytics,8
F00106,S0824,Fn1630,C017,I04,26-03-22,5,2,75,82,C,52,17,71,3,3,16325,1626,Paid,Needs Improvement,Bonnie Mason,20,Other,Senior,Mathematics,Active,Ethical Hacking & Penetration Testing,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F00107,S0598,Fn1197,C009,I03,07-06-22,16,2,58,58,B,88,26,61,4,2,17422,1584,Paid,Average Course,Jonathan Hamilton,20,Male,Freshman,Mathematics,Active,Streaming Data with Apache Kafka,Data Engineering,2,Intermediate,Sean Nichols,Data Engineering,13
F00108,S0484,Fn0982,C005,I03,07-10-23,16,9,97,52,B,88,28,51,3,8,5946,3458,Paid,Needs Improvement,Linda Daniels,25,Female,Sophomore,Psychology,Active,Streaming Data with Apache Kafka,Data Engineering,2,Beginner,Sean Nichols,Data Engineering,13
F00109,S0379,Fn0748,C021,I02,31-07-23,13,7,81,52,B,77,6,98,7,6,9255,4368,Paid,Great Course,Ashley Riley,22,Female,Junior,Business,Active,AI & Natural Language Processing,Data Science,4,Intermediate,Melissa Jackson,Data Science,5
F00110,S0456,Fn0911,C003,I02,10-09-23,17,9,68,79,D,50,24,92,9,4,19954,4760,Pending,Great Course,Rachel Gutierrez,24,Other,Freshman,Biology,Active,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F00111,S0879,Fn1759,C039,I02,30-09-21,13,9,85,67,D,71,5,21,6,5,9937,1405,Pending,Average Course,David Graves,28,Female,Freshman,Psychology,Dropped,Machine Learning Fundamentals,Data Science,2,Advanced,Melissa Jackson,Data Science,5
F00112,S0008,Fn0012,C003,I02,17-05-22,14,8,77,51,D,94,23,53,3,7,11898,3293,Overdue,Needs Improvement,Cindy Valencia,20,Male,Sophomore,Computer Science,Graduated,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F00113,S0318,Fn0613,C037,I02,16-05-23,18,7,64,81,B,94,5,54,9,4,15994,2038,Overdue,Great Course,Anthony Fitzgerald,26,Female,Freshman,Biology,Active,Big Data Analytics,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F00114,S0334,Fn0640,C044,I04,07-12-21,12,7,58,92,A,96,5,88,1,7,6124,1244,Overdue,Needs Improvement,Candace Patterson,25,Female,Junior,Psychology,Active,Incident Response & Forensics,Cyber Security,4,Beginner,Michelle Stephens,Cyber Security,12
F00115,S0230,Fn0436,C035,I04,29-09-21,18,7,65,58,D,88,19,94,5,6,14440,198,Overdue,Average Course,Rachel Andrews,18,Other,Senior,Computer Science,Active,Incident Response & Forensics,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F00116,S0664,Fn1327,C033,I02,30-01-22,11,3,55,51,D,66,21,9,10,5,13746,4082,Pending,Excellent Course,Debra Jones,23,Female,Freshman,Business,Active,AI & Natural Language Processing,Data Science,2,Intermediate,Melissa Jackson,Data Science,5
F00117,S0508,Fn1030,C003,I02,29-06-23,5,8,57,69,B,91,9,17,10,3,6388,2130,Overdue,Excellent Course,Jessica Jensen,21,Male,Sophomore,Psychology,Active,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F00118,S0790,Fn1559,C048,I03,14-07-21,15,8,82,76,C,77,3,67,5,1,18629,3284,Pending,Average Course,Amanda Osborne,24,Male,Sophomore,Psychology,Graduated,Data Wrangling with Python,Data Engineering,3,Intermediate,Sean Nichols,Data Engineering,13
F00119,S0527,Fn1064,C018,I04,23-11-23,5,5,81,85,A,99,9,43,2,8,13606,1330,Overdue,Needs Improvement,Leslie Miller,25,Female,Freshman,Biology,Active,Ethical Hacking & Penetration Testing,Cyber Security,4,Intermediate,Michelle Stephens,Cyber Security,12
F00120,S0980,Fn1957,C003,I02,30-07-21,12,9,95,90,F,79,21,72,5,7,12645,3796,Paid,Average Course,Kristy Jarvis,20,Female,Freshman,Computer Science,Active,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F00121,S0475,Fn0964,C029,I02,24-03-23,17,3,85,95,F,89,0,49,1,6,10142,4473,Pending,Needs Improvement,Brooke Thornton,29,Other,Senior,Biology,Active,Python for Data Science,Data Science,2,Advanced,Melissa Jackson,Data Science,5
F00122,S0924,Fn1842,C037,I02,25-11-22,14,9,91,68,A,57,22,21,1,4,8647,3344,Pending,Needs Improvement,Kelly Todd,27,Female,Senior,Mathematics,Dropped,Big Data Analytics,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F00123,S0406,Fn0799,C005,I03,23-01-23,12,4,97,65,B,76,13,63,4,5,5839,982,Overdue,Average Course,Andrew Hopkins,27,Female,Sophomore,Biology,Active,Streaming Data with Apache Kafka,Data Engineering,2,Beginner,Sean Nichols,Data Engineering,13
F00124,S0287,Fn0548,C009,I03,28-09-23,5,5,85,75,C,90,17,99,6,5,6206,3132,Overdue,Average Course,Nathan Golden,26,Other,Sophomore,Business,Active,Streaming Data with Apache Kafka,Data Engineering,2,Intermediate,Sean Nichols,Data Engineering,13
F00125,S0969,Fn1931,C012,I02,11-12-23,12,6,83,63,C,94,21,84,2,2,13847,4442,Paid,Needs Improvement,Andrew Thomas,27,Male,Senior,Biology,Active,Machine Learning Fundamentals,Data Science,4,Advanced,Melissa Jackson,Data Science,5
F00126,S0760,Fn1504,C016,I02,11-06-23,12,5,51,96,F,74,8,63,5,6,14847,3598,Paid,Average Course,Marilyn Small,20,Male,Senior,Mathematics,Active,Big Data Analytics,Data Science,4,Intermediate,Melissa Jackson,Data Science,5
F00127,S0767,Fn1509,C027,I02,25-06-22,16,8,62,67,C,62,9,12,10,5,9872,2599,Pending,Excellent Course,Daniel Huber DDS,28,Other,Junior,Biology,Active,Deep Learning with TensorFlow,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F00128,S0446,Fn0888,C009,I03,02-06-22,19,7,92,77,F,83,18,34,5,1,19083,1344,Overdue,Average Course,Jennifer Young,22,Male,Sophomore,Biology,Active,Streaming Data with Apache Kafka,Data Engineering,2,Intermediate,Sean Nichols,Data Engineering,13
F00129,S0343,Fn0668,C050,I01,24-07-23,14,2,59,96,D,88,3,7,3,9,5978,4840,Pending,Needs Improvement,Rachel Cervantes,24,Other,Senior,Biology,Active,Excel for Data Analysis,Data Analytics,2,Beginner,Timothy Watson,Data Analytics,8
F00130,S0325,Fn0625,C043,I02,13-05-21,14,2,87,68,B,56,20,21,4,7,5550,2465,Overdue,Average Course,Melissa Holmes,20,Male,Sophomore,Computer Science,Active,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F00131,S0877,Fn1750,C022,I03,06-04-21,17,2,56,79,C,71,23,55,2,2,13491,4928,Pending,Needs Improvement,Jennifer Gibson,28,Male,Freshman,Computer Science,Active,Cloud Data Engineering,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00132,S0167,Fn0314,C017,I04,28-02-22,18,9,96,90,B,82,12,28,7,6,14512,3311,Pending,Great Course,Amy Hoffman,29,Male,Junior,Biology,Dropped,Ethical Hacking & Penetration Testing,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F00133,S0593,Fn1182,C001,I03,08-05-23,16,5,52,70,D,95,9,84,3,1,10388,3133,Overdue,Needs Improvement,Stuart Scott,29,Female,Sophomore,Psychology,Active,ETL & Data Pipelines,Data Engineering,3,Advanced,Sean Nichols,Data Engineering,13
F00134,S0296,Fn0570,C003,I02,01-09-23,7,2,76,70,A,87,12,68,6,2,17875,4828,Overdue,Average Course,Victoria Cooper,28,Female,Freshman,Business,Graduated,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F00135,S0581,Fn1158,C005,I03,23-03-21,5,2,63,97,A,80,21,88,9,7,16208,428,Paid,Great Course,Steven Oliver,26,Male,Senior,Mathematics,Active,Streaming Data with Apache Kafka,Data Engineering,2,Beginner,Sean Nichols,Data Engineering,13
F00136,S0183,Fn0344,C022,I03,28-02-23,7,7,79,79,A,94,11,78,7,3,8979,2298,Overdue,Great Course,Daniel Herrera,24,Female,Junior,Computer Science,Active,Cloud Data Engineering,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00137,S0839,Fn1666,C001,I03,11-11-21,12,3,83,98,F,82,23,92,4,7,18591,2464,Pending,Average Course,Devon Benson,28,Male,Junior,Biology,Active,ETL & Data Pipelines,Data Engineering,3,Advanced,Sean Nichols,Data Engineering,13
F00138,S0576,Fn1146,C047,I03,05-07-23,18,2,72,91,F,71,2,75,2,6,7095,2597,Overdue,Needs Improvement,Elizabeth Kelly,22,Other,Freshman,Psychology,Active,Database Design & Optimization,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00139,S0776,Fn1528,C049,I04,01-01-22,12,3,97,86,A,76,18,53,7,5,5204,576,Overdue,Great Course,Rebekah Hood,28,Female,Freshman,Mathematics,Active,Network Security & Firewalls,Cyber Security,3,Beginner,Michelle Stephens,Cyber Security,12
F00140,S0839,Fn1667,C004,I02,01-01-22,16,4,66,90,D,76,8,24,8,9,19946,3262,Paid,Great Course,Devon Benson,28,Male,Junior,Biology,Active,Big Data Analytics,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F00141,S0086,Fn0158,C022,I03,12-03-21,19,5,64,95,F,70,12,81,3,5,17063,549,Overdue,Needs Improvement,Matthew Dyer,24,Male,Freshman,Psychology,Active,Cloud Data Engineering,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00142,S0556,Fn1117,C024,I02,22-11-21,11,3,94,81,A,84,21,33,7,5,13613,4862,Paid,Great Course,Stanley Tucker,20,Male,Sophomore,Biology,Active,Machine Learning Fundamentals,Data Science,4,Beginner,Melissa Jackson,Data Science,5
F00143,S0806,Fn1591,C032,I01,24-04-23,6,8,93,79,B,96,7,14,1,8,18261,4552,Paid,Needs Improvement,Angelica Weaver,18,Other,Sophomore,Computer Science,Active,SQL for Data Analysis,Data Analytics,3,Beginner,Timothy Watson,Data Analytics,8
F00144,S0885,Fn1773,C046,I03,02-08-21,17,9,56,71,A,99,3,13,8,7,6985,1292,Pending,Great Course,Jill Griffin,23,Male,Senior,Business,Graduated,Data Wrangling with Python,Data Engineering,4,Intermediate,Sean Nichols,Data Engineering,13
F00145,S0149,Fn0281,C002,I04,07-12-23,9,7,52,73,A,59,20,75,7,1,15165,2291,Pending,Great Course,John Buchanan,26,Other,Freshman,Biology,Active,Incident Response & Forensics,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F00146,S0772,Fn1521,C036,I03,30-03-21,14,5,58,59,B,96,27,67,6,2,17052,4375,Pending,Average Course,Paul Estrada,23,Female,Senior,Biology,Active,Database Design & Optimization,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00147,S0928,Fn1849,C005,I03,23-09-23,12,8,52,73,F,77,8,37,3,4,11463,803,Overdue,Needs Improvement,Derek Palmer,18,Male,Junior,Mathematics,Active,Streaming Data with Apache Kafka,Data Engineering,2,Beginner,Sean Nichols,Data Engineering,13
F00148,S0823,Fn1627,C007,I01,05-08-21,17,8,97,50,B,89,6,28,4,9,18235,3219,Overdue,Average Course,William Wiley,23,Male,Freshman,Mathematics,Active,Introduction to Data Analytics,Data Analytics,4,Advanced,Timothy Watson,Data Analytics,8
F00149,S0861,Fn1711,C036,I03,28-10-21,7,5,84,84,F,86,29,84,8,7,8746,1132,Pending,Great Course,Karla Lewis,18,Other,Senior,Business,Active,Database Design & Optimization,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00150,S0956,Fn1902,C040,I03,15-07-23,10,6,89,65,D,90,20,36,1,2,12311,3512,Overdue,Needs Improvement,Brandi Reese,27,Female,Freshman,Computer Science,Graduated,Database Design & Optimization,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F00151,S0059,Fn0107,C043,I02,03-05-23,6,3,57,54,F,82,22,8,2,8,6703,2496,Paid,Needs Improvement,Shawn Roach,22,Female,Senior,Biology,Active,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F00152,S0606,Fn1212,C008,I04,13-06-23,12,2,75,80,C,57,10,66,1,1,11233,3003,Pending,Needs Improvement,Christopher Kim,20,Female,Senior,Computer Science,Active,Cybersecurity Essentials,Cyber Security,3,Advanced,Michelle Stephens,Cyber Security,12
F00153,S0835,Fn1651,C036,I03,19-06-21,13,8,64,94,F,86,24,82,4,8,17837,4194,Overdue,Average Course,Danielle Clarke,24,Female,Senior,Mathematics,Active,Database Design & Optimization,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00154,S0005,Fn0003,C043,I02,12-09-22,5,9,54,86,C,99,29,97,6,5,9024,1578,Overdue,Average Course,Timothy Hicks,22,Female,Freshman,Biology,Active,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F00155,S0083,Fn0153,C012,I02,13-11-22,8,7,62,74,F,90,14,26,5,1,19082,851,Paid,Average Course,David Robinson,27,Female,Freshman,Psychology,Active,Machine Learning Fundamentals,Data Science,4,Advanced,Melissa Jackson,Data Science,5
F00156,S0840,Fn1668,C028,I03,05-10-22,10,7,64,92,B,82,12,27,6,3,16428,1127,Pending,Average Course,Christine Williams,20,Male,Senior,Mathematics,Active,Database Design & Optimization,Data Engineering,4,Beginner,Sean Nichols,Data Engineering,13
F00157,S0383,Fn0753,C002,I04,06-02-21,18,6,88,98,F,68,2,94,2,7,8683,3264,Pending,Needs Improvement,Carlos Murray,19,Other,Sophomore,Computer Science,Active,Incident Response & Forensics,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F00158,S0549,Fn1105,C047,I03,10-02-23,6,3,61,74,A,79,2,30,5,7,13165,4722,Overdue,Average Course,Jeffrey Lowe,27,Male,Senior,Mathematics,Graduated,Database Design & Optimization,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00159,S0479,Fn0969,C014,I03,08-10-23,10,7,84,52,F,63,19,53,1,8,6793,4141,Pending,Needs Improvement,Kevin Cole DDS,27,Male,Sophomore,Computer Science,Graduated,Data Wrangling with Python,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F00160,S0027,Fn0045,C019,I01,28-09-22,15,3,57,87,B,63,10,48,6,4,11101,573,Paid,Average Course,Ashley Phillips,18,Female,Freshman,Psychology,Active,SQL for Data Analysis,Data Analytics,4,Beginner,Timothy Watson,Data Analytics,8
F00161,S0525,Fn1059,C021,I02,02-03-22,11,4,59,81,B,85,25,26,4,6,10378,4721,Pending,Average Course,Laura Huff,22,Male,Freshman,Mathematics,Active,AI & Natural Language Processing,Data Science,4,Intermediate,Melissa Jackson,Data Science,5
F00162,S0902,Fn1804,C030,I03,12-02-22,10,2,83,97,F,56,22,71,10,7,18927,1221,Paid,Excellent Course,Jade Wilson,29,Other,Sophomore,Psychology,Active,Database Design & Optimization,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F00163,S0577,Fn1151,C049,I04,14-02-23,14,4,57,69,F,92,20,46,9,8,14902,3993,Overdue,Great Course,Christina Diaz MD,26,Other,Senior,Biology,Active,Network Security & Firewalls,Cyber Security,3,Beginner,Michelle Stephens,Cyber Security,12
F00164,S0414,Fn0819,C048,I03,15-05-23,14,9,71,79,F,83,4,56,3,3,18929,4124,Paid,Needs Improvement,Eric Arroyo,27,Other,Senior,Mathematics,Active,Data Wrangling with Python,Data Engineering,3,Intermediate,Sean Nichols,Data Engineering,13
F00165,S0715,Fn1420,C037,I02,05-08-21,15,5,99,51,D,99,19,21,3,5,11254,4264,Overdue,Needs Improvement,David Garcia,26,Male,Junior,Computer Science,Active,Big Data Analytics,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F00166,S0180,Fn0340,C021,I02,19-06-21,12,2,61,54,C,81,23,18,9,8,10658,1550,Overdue,Great Course,Kristin Cline,24,Other,Junior,Psychology,Active,AI & Natural Language Processing,Data Science,4,Intermediate,Melissa Jackson,Data Science,5
F00167,S0809,Fn1595,C028,I03,02-09-22,9,9,71,68,F,91,18,68,4,6,11078,633,Paid,Average Course,Samuel Martinez,18,Male,Junior,Psychology,Active,Database Design & Optimization,Data Engineering,4,Beginner,Sean Nichols,Data Engineering,13
F00168,S0991,Fn1978,C033,I02,24-12-21,7,4,76,69,F,82,11,49,7,1,16813,868,Paid,Great Course,Melissa Chavez,23,Female,Senior,Biology,Graduated,AI & Natural Language Processing,Data Science,2,Intermediate,Melissa Jackson,Data Science,5
F00169,S0464,Fn0932,C042,I01,05-07-21,6,4,67,71,C,63,17,68,10,2,5683,4983,Paid,Excellent Course,Anthony Johnson,25,Other,Junior,Computer Science,Dropped,Data Visualization with Power BI,Data Analytics,4,Beginner,Timothy Watson,Data Analytics,8
F00170,S0783,Fn1548,C007,I01,26-12-22,6,8,68,60,A,74,3,34,2,3,12175,1360,Overdue,Needs Improvement,Natalie Summers,18,Female,Junior,Mathematics,Active,Introduction to Data Analytics,Data Analytics,4,Advanced,Timothy Watson,Data Analytics,8
F00171,S0901,Fn1797,C042,I01,20-05-23,6,8,54,67,D,77,28,17,1,7,5022,4891,Pending,Needs Improvement,Barry Moore,19,Female,Freshman,Computer Science,Active,Data Visualization with Power BI,Data Analytics,4,Beginner,Timothy Watson,Data Analytics,8
F00172,S0527,Fn1065,C016,I02,04-04-23,14,2,65,76,D,91,7,30,10,3,10765,3636,Overdue,Excellent Course,Leslie Miller,25,Female,Freshman,Biology,Active,Big Data Analytics,Data Science,4,Intermediate,Melissa Jackson,Data Science,5
F00173,S0001,Fn0001,C037,I02,10-11-22,16,3,98,80,A,99,13,36,1,9,14624,2345,Paid,Needs Improvement,Jon Hickman,24,Female,Senior,Business,Dropped,Big Data Analytics,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F00174,S0271,Fn0516,C025,I01,11-10-21,19,5,90,84,C,88,29,50,6,9,11714,3995,Overdue,Average Course,Nicole Robinson,25,Other,Junior,Mathematics,Dropped,Data Visualization with Power BI,Data Analytics,3,Advanced,Timothy Watson,Data Analytics,8
F00175,S0484,Fn0983,C038,I02,03-07-21,9,6,59,93,C,79,15,55,4,8,15680,1478,Paid,Average Course,Linda Daniels,25,Female,Sophomore,Psychology,Active,Big Data Analytics,Data Science,2,Intermediate,Melissa Jackson,Data Science,5
F00176,S0956,Fn1903,C044,I04,22-05-21,14,7,68,94,B,80,19,91,2,9,16321,3544,Paid,Needs Improvement,Brandi Reese,27,Female,Freshman,Computer Science,Graduated,Incident Response & Forensics,Cyber Security,4,Beginner,Michelle Stephens,Cyber Security,12
F00177,S0048,Fn0088,C038,I02,19-08-21,8,6,93,70,C,73,7,38,7,8,6791,2013,Pending,Great Course,Joel Hughes,22,Other,Junior,Biology,Active,Big Data Analytics,Data Science,2,Intermediate,Melissa Jackson,Data Science,5
F00178,S0694,Fn1384,C042,I01,23-01-22,18,9,50,69,D,53,4,80,8,9,11031,3148,Overdue,Great Course,Jose Perez,26,Female,Sophomore,Business,Active,Data Visualization with Power BI,Data Analytics,4,Beginner,Timothy Watson,Data Analytics,8
F00179,S0999,Fn1997,C042,I01,05-01-23,6,6,71,58,B,63,8,91,7,4,15009,657,Paid,Great Course,Sherry Fields,23,Female,Freshman,Psychology,Active,Data Visualization with Power BI,Data Analytics,4,Beginner,Timothy Watson,Data Analytics,8
F00180,S0183,Fn0345,C045,I03,07-06-21,9,5,66,80,F,58,1,32,10,4,10454,244,Overdue,Excellent Course,Daniel Herrera,24,Female,Junior,Computer Science,Active,ETL & Data Pipelines,Data Engineering,3,Intermediate,Sean Nichols,Data Engineering,13
F00181,S0840,Fn1669,C030,I03,31-07-22,11,2,84,58,F,85,7,23,9,5,9782,3495,Pending,Great Course,Christine Williams,20,Male,Senior,Mathematics,Active,Database Design & Optimization,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F00182,S0373,Fn0733,C017,I04,12-12-23,9,2,88,56,F,55,6,52,1,7,16359,3764,Paid,Needs Improvement,Katherine Sandoval,18,Other,Senior,Mathematics,Active,Ethical Hacking & Penetration Testing,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F00183,S0726,Fn1445,C016,I02,24-10-23,15,8,58,82,B,73,17,76,10,9,8495,135,Paid,Excellent Course,Michelle Cortez,28,Female,Senior,Business,Active,Big Data Analytics,Data Science,4,Intermediate,Melissa Jackson,Data Science,5
F00184,S0539,Fn1085,C004,I02,18-03-21,12,2,54,50,D,75,20,38,6,4,10266,204,Overdue,Average Course,Elizabeth Pruitt,18,Other,Freshman,Computer Science,Graduated,Big Data Analytics,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F00185,S0507,Fn1028,C030,I03,05-08-22,16,6,58,68,C,83,21,20,8,7,17749,883,Overdue,Great Course,Crystal Miles,24,Other,Senior,Computer Science,Active,Database Design & Optimization,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F00186,S0738,Fn1472,C020,I01,31-08-22,10,3,60,52,B,50,8,75,9,6,13186,3732,Overdue,Great Course,Brittany Nichols,21,Other,Sophomore,Biology,Active,Statistical Analysis with R,Data Analytics,4,Intermediate,Timothy Watson,Data Analytics,8
F00187,S0670,Fn1342,C035,I04,06-11-23,17,4,63,88,D,72,10,31,8,9,17916,4651,Pending,Great Course,Tiffany Hale,21,Male,Freshman,Psychology,Dropped,Incident Response & Forensics,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F00188,S0972,Fn1941,C005,I03,18-08-21,13,9,95,61,C,66,11,55,6,9,5751,884,Pending,Average Course,Nicole Jimenez,19,Female,Junior,Business,Active,Streaming Data with Apache Kafka,Data Engineering,2,Beginner,Sean Nichols,Data Engineering,13
F00189,S0506,Fn1027,C045,I03,23-06-23,14,8,89,79,A,85,7,88,8,9,12595,982,Paid,Great Course,Stephanie Williams,22,Female,Junior,Psychology,Active,ETL & Data Pipelines,Data Engineering,3,Intermediate,Sean Nichols,Data Engineering,13
